,Over-Under Odds,Over-Under Scores,Home Team,Away Team,Home Odds,Away Odds,Date,Difference,Team,ABBREVIATION,ID,HomeScheduleID,TotalScore
8388744,1.91,229.5,CHICAGO_BULLS,NEW_ORLEANS_PELICANS,2.17,1.71,2021-02-10,,CHICAGO_BULLS,CHI,2021-02-10HCHI,2021-02-10HCHI,245.0
8388745,1.91,226.5,PHOENIX_SUNS,MILWAUKEE_BUCKS,2.59,1.52,2021-02-10,,PHOENIX_SUNS,PHX,2021-02-10HPHX,2021-02-10HPHX,249.0
8388746,1.91,217.5,LA_LAKERS,OKLAHOMA_CITY,1.14,6.64,2021-02-10,,LA_LAKERS,LAL,2021-02-10HLAL,2021-02-10HLAL,227.0
8388747,1.91,215.0,HOUSTON_ROCKETS,MIAMI_HEAT,2.11,1.75,2021-02-11,,HOUSTON_ROCKETS,HOU,2021-02-11HHOU,2021-02-11HHOU,195.0
8388748,1.91,220.0,BOSTON_CELTICS,TORONTO_RAPTORS,1.69,2.2,2021-02-11,,BOSTON_CELTICS,BOS,2021-02-11HBOS,2021-02-11HBOS,226.0
8388749,1.91,215.0,DETROIT_PISTONS,INDIANA_PACERS,2.36,1.61,2021-02-11,,DETROIT_PISTONS,DET,2021-02-11HDET,2021-02-11HDET,206.0
8388750,1.91,223.0,GOLDEN_STATE_WARRIORS,ORLANDO_MAGIC,1.33,3.51,2021-02-11,,GOLDEN_STATE_WARRIORS,GSW,2021-02-11HGSW,2021-02-11HGSW,216.0
8388751,1.91,229.0,PORTLAND_TRAIL_BLAZERS,PHILADELPHIA_76ERS,2.86,1.45,2021-02-11,,PORTLAND_TRAIL_BLAZERS,POR,2021-02-11HPOR,2021-02-11HPOR,232.0
8388752,1.91,228.0,CHARLOTTE_HORNETS,MINNESOTA_TIMBERWOLVES,1.6,2.4,2021-02-12,,CHARLOTTE_HORNETS,CHA,2021-02-12HCHA,2021-02-12HCHA,234.0
8388753,1.91,219.5,WASHINGTON_WIZARDS,NEW_YORK_KNICKS,2.17,1.71,2021-02-12,,WASHINGTON_WIZARDS,WAS,2021-02-12HWAS,2021-02-12HWAS,200.0
8388754,1.91,232.0,DALLAS_MAVERICKS,NEW_ORLEANS_PELICANS,1.66,2.27,2021-02-12,,DALLAS_MAVERICKS,DAL,2021-02-12HDAL,2021-02-12HDAL,273.0
8388755,1.91,225.5,ATLANTA_HAWKS,SAN_ANTONIO_SPURS,1.75,2.11,2021-02-12,,ATLANTA_HAWKS,ATL,2021-02-12HATL,2021-02-12HATL,239.0
8388756,1.91,214.0,BOSTON_CELTICS,DETROIT_PISTONS,1.3,3.77,2021-02-12,,BOSTON_CELTICS,BOS,2021-02-12HBOS,2021-02-12HBOS,210.0
8388757,1.91,227.5,CHICAGO_BULLS,LA_CLIPPERS,3.38,1.35,2021-02-12,,CHICAGO_BULLS,CHI,2021-02-12HCHI,2021-02-12HCHI,231.0
8388758,1.91,236.5,UTAH_JAZZ,MILWAUKEE_BUCKS,1.69,2.21,2021-02-12,,UTAH_JAZZ,UTA,2021-02-12HUTA,2021-02-12HUTA,244.0
8388759,1.91,223.0,DENVER_NUGGETS,OKLAHOMA_CITY,1.14,6.7,2021-02-12,,DENVER_NUGGETS,DEN,2021-02-12HDEN,2021-02-12HDEN,192.0
10485609,1.91,223.0,DENVER_NUGGETS,OKLAHOMA_CITY,1.14,6.70,2021-02-12,,DENVER_NUGGETS,DEN,2021-02-12HDEN,2021-02-12HDEN,192.0
10485911,1.91,222.5,PORTLAND_TRAIL_BLAZERS,CLEVELAND_CAVALIERS,1.58,2.43,2021-02-12,,PORTLAND_TRAIL_BLAZERS,POR,2021-02-12HPOR,2021-02-12HPOR,239.0
10485912,1.91,220.0,LA_LAKERS,MEMPHIS_GRIZZLIES,1.35,3.34,2021-02-12,,LA_LAKERS,LAL,2021-02-12HLAL,2021-02-12HLAL,220.0
10485913,1.91,223.5,SACRAMENTO_KINGS,ORLANDO_MAGIC,1.27,4.03,2021-02-12,,SACRAMENTO_KINGS,SAC,2021-02-12HSAC,2021-02-12HSAC,235.0
10485914,1.91,221.0,PHOENIX_SUNS,PHILADELPHIA_76ERS,1.81,2.03,2021-02-13,,PHOENIX_SUNS,PHX,2021-02-13HPHX,2021-02-13HPHX,231.0
10485915,1.91,224.5,ATLANTA_HAWKS,INDIANA_PACERS,2.03,1.81,2021-02-13,,ATLANTA_HAWKS,ATL,2021-02-13HATL,2021-02-13HATL,238.0
10485916,1.91,213.0,NEW_YORK_KNICKS,HOUSTON_ROCKETS,Closed,Closed,2021-02-13,,NEW_YORK_KNICKS,NYK,2021-02-13HNYK,2021-02-13HNYK,220.0
10485917,1.91,245.5,GOLDEN_STATE_WARRIORS,BROOKLYN_NETS,2.50,1.56,2021-02-13,,GOLDEN_STATE_WARRIORS,GSW,2021-02-13HGSW,2021-02-13HGSW,251.0
10485918,1.91,215.0,UTAH_JAZZ,MIAMI_HEAT,1.40,3.00,2021-02-13,,UTAH_JAZZ,UTA,2021-02-13HUTA,2021-02-13HUTA,206.0
10485919,1.91,230.5,TORONTO_RAPTORS,MINNESOTA_TIMBERWOLVES,1.24,4.20,2021-02-14,,TORONTO_RAPTORS,TOR,2021-02-14HTOR,2021-02-14HTOR,228.0
10485920,1.91,220.5,DETROIT_PISTONS,NEW_ORLEANS_PELICANS,2.60,1.52,2021-02-14,,DETROIT_PISTONS,DET,2021-02-14HDET,2021-02-14HDET,235.0
10485921,1.91,229.0,CHARLOTTE_HORNETS,SAN_ANTONIO_SPURS,2.11,1.75,2021-02-14,,CHARLOTTE_HORNETS,CHA,2021-02-14HCHA,2021-02-14HCHA,232.0
10485922,1.91,236.0,DALLAS_MAVERICKS,PORTLAND_TRAIL_BLAZERS,1.48,2.72,2021-02-14,,DALLAS_MAVERICKS,DAL,2021-02-14HDAL,2021-02-14HDAL,239.0
10485923,1.91,228.5,OKLAHOMA_CITY,MILWAUKEE_BUCKS,6.33,1.15,2021-02-14,,OKLAHOMA_CITY,OKC,2021-02-14HOKC,2021-02-14HOKC,223.0
10485924,1.91,213.0,PHOENIX_SUNS,ORLANDO_MAGIC,1.20,5.09,2021-02-14,,PHOENIX_SUNS,PHX,2021-02-14HPHX,2021-02-14HPHX,199.0
10485925,1.91,221.0,LA_CLIPPERS,CLEVELAND_CAVALIERS,1.16,5.98,2021-02-14,,LA_CLIPPERS,LAC,2021-02-14HLAC,2021-02-14HLAC,239.0
10485926,1.91,217.0,DENVER_NUGGETS,LA_LAKERS,2.40,1.61,2021-02-14,,DENVER_NUGGETS,DEN,2021-02-14HDEN,2021-02-14HDEN,227.0
10616666,1.91,217.0,DENVER_NUGGETS,LA_LAKERS,2.4,1.61,2021-02-14,,DENVER_NUGGETS,DEN,2021-02-14HDEN,2021-02-14HDEN,227.0
11534502,1.91,229.5,SACRAMENTO_KINGS,MEMPHIS_GRIZZLIES,1.95,1.87,2021-02-14,,SACRAMENTO_KINGS,SAC,2021-02-14HSAC,2021-02-14HSAC,234.0
11534503,1.91,224.5,INDIANA_PACERS,CHICAGO_BULLS,1.44,2.87,2021-02-15,,INDIANA_PACERS,IND,2021-02-15HIND,2021-02-15HIND,232.0
11534504,1.91,230.5,WASHINGTON_WIZARDS,HOUSTON_ROCKETS,2.02,1.81,2021-02-15,,WASHINGTON_WIZARDS,WAS,2021-02-15HWAS,2021-02-15HWAS,250.0
11534505,1.91,218.0,NEW_YORK_KNICKS,ATLANTA_HAWKS,2.11,1.75,2021-02-15,,NEW_YORK_KNICKS,NYK,2021-02-15HNYK,2021-02-15HNYK,235.0
11534506,1.91,225.5,UTAH_JAZZ,PHILADELPHIA_76ERS,1.32,3.54,2021-02-15,,UTAH_JAZZ,UTA,2021-02-15HUTA,2021-02-15HUTA,257.0
11534507,1.91,243.0,SACRAMENTO_KINGS,BROOKLYN_NETS,2.59,1.52,2021-02-15,,SACRAMENTO_KINGS,SAC,2021-02-15HSAC,2021-02-15HSAC,261.0
11534508,1.91,227.0,GOLDEN_STATE_WARRIORS,CLEVELAND_CAVALIERS,1.24,4.43,2021-02-15,,GOLDEN_STATE_WARRIORS,GSW,2021-02-15HGSW,2021-02-15HGSW,227.0
11534509,1.91,216.0,LA_CLIPPERS,MIAMI_HEAT,1.60,2.39,2021-02-15,,LA_CLIPPERS,LAC,2021-02-15HLAC,2021-02-15HLAC,243.0
11534510,1.91,221.0,BOSTON_CELTICS,DENVER_NUGGETS,1.78,2.08,2021-02-16,,BOSTON_CELTICS,BOS,2021-02-16HBOS,2021-02-16HBOS,211.0
11534511,1.91,231.5,MEMPHIS_GRIZZLIES,NEW_ORLEANS_PELICANS,Closed,Closed,2021-02-16,,MEMPHIS_GRIZZLIES,MEM,2021-02-16HMEM,2021-02-16HMEM,257.0
11534512,1.91,223.0,MINNESOTA_TIMBERWOLVES,LA_LAKERS,3.15,1.38,2021-02-16,,MINNESOTA_TIMBERWOLVES,MIN,2021-02-16HMIN,2021-02-16HMIN,216.0
11534513,1.91,225.0,OKLAHOMA_CITY,PORTLAND_TRAIL_BLAZERS,2.73,1.48,2021-02-16,,OKLAHOMA_CITY,OKC,2021-02-16HOKC,2021-02-16HOKC,219.0
11534514,1.91,236.0,MILWAUKEE_BUCKS,TORONTO_RAPTORS,1.40,3.03,2021-02-16,,MILWAUKEE_BUCKS,MIL,2021-02-16HMIL,2021-02-16HMIL,237.0
11534515,1.91,231.0,PHOENIX_SUNS,BROOKLYN_NETS,1.47,2.79,2021-02-16,,PHOENIX_SUNS,PHX,2021-02-16HPHX,2021-02-16HPHX,252.0
11534516,1.91,222.5,GOLDEN_STATE_WARRIORS,MIAMI_HEAT,1.83,2.00,2021-02-17,,GOLDEN_STATE_WARRIORS,GSW,2021-02-17HGSW,2021-02-17HGSW,232.0
11534517,1.91,228.5,LA_CLIPPERS,UTAH_JAZZ,3.15,1.39,2021-02-17,,LA_CLIPPERS,LAC,2021-02-17HLAC,2021-02-17HLAC,210.0
11534518,1.91,114.0,WASHINGTON_WIZARDS,DENVER_NUGGETS,Closed,Closed,2021-02-17,,WASHINGTON_WIZARDS,WAS,2021-02-17HWAS,2021-02-17HWAS,258.0
11534519,1.91,107.0,CHICAGO_BULLS,DETROIT_PISTONS,Closed,Closed,2021-02-17,,CHICAGO_BULLS,CHI,2021-02-17HCHI,2021-02-17HCHI,207.0
11534520,1.91,234.0,MILWAUKEE_BUCKS,TORONTO_RAPTORS,1.36,3.30,2021-02-18,,MILWAUKEE_BUCKS,MIL,2021-02-18HMIL,2021-02-18HMIL,206.0
11534521,1.91,230.0,LA_LAKERS,BROOKLYN_NETS,1.64,2.30,2021-02-18,,LA_LAKERS,LAL,2021-02-18HLAL,2021-02-18HLAL,207.0
11534522,1.91,226.0,SACRAMENTO_KINGS,MIAMI_HEAT,Closed,Closed,2021-02-18,,SACRAMENTO_KINGS,SAC,2021-02-18HSAC,2021-02-18HSAC,228.0
11534523,1.91,226.0,CLEVELAND_CAVALIERS,DENVER_NUGGETS,4.14,1.26,2021-02-19,,CLEVELAND_CAVALIERS,CLE,2021-02-19HCLE,2021-02-19HCLE,223.0
11534524,1.91,225.0,ORLANDO_MAGIC,GOLDEN_STATE_WARRIORS,2.75,1.47,2021-02-19,,ORLANDO_MAGIC,ORL,2021-02-19HORL,2021-02-19HORL,244.0
11534525,1.91,227.0,BOSTON_CELTICS,ATLANTA_HAWKS,1.45,2.80,2021-02-19,,BOSTON_CELTICS,BOS,2021-02-19HBOS,2021-02-19HBOS,230.0
11534526,1.91,227.5,PHILADELPHIA_76ERS,CHICAGO_BULLS,1.28,3.80,2021-02-19,,PHILADELPHIA_76ERS,PHI,2021-02-19HPHI,2021-02-19HPHI,217.0
11534527,1.91,219.5,MEMPHIS_GRIZZLIES,DETROIT_PISTONS,1.48,2.75,2021-02-19,,MEMPHIS_GRIZZLIES,MEM,2021-02-19HMEM,2021-02-19HMEM,204.0
11534528,1.91,231.5,MILWAUKEE_BUCKS,OKLAHOMA_CITY,1.21,4.83,2021-02-19,,MILWAUKEE_BUCKS,MIL,2021-02-19HMIL,2021-02-19HMIL,183.0
11534529,1.91,231.0,NEW_ORLEANS_PELICANS,PHOENIX_SUNS,2.42,1.58,2021-02-19,,NEW_ORLEANS_PELICANS,NOP,2021-02-19HNOP,2021-02-19HNOP,246.0
11534530,1.91,226.5,MINNESOTA_TIMBERWOLVES,TORONTO_RAPTORS,2.50,1.56,2021-02-19,,MINNESOTA_TIMBERWOLVES,MIN,2021-02-19HMIN,2021-02-19HMIN,167.0
11534531,1.91,224.5,LA_CLIPPERS,UTAH_JAZZ,2.80,1.45,2021-02-19,,LA_CLIPPERS,LAC,2021-02-19HLAC,2021-02-19HLAC,228.0
11534532,1.91,235.5,CHARLOTTE_HORNETS,GOLDEN_STATE_WARRIORS,2.13,1.74,2021-02-20,,CHARLOTTE_HORNETS,CHA,2021-02-20HCHA,2021-02-20HCHA,202.0
11534533,1.91,209.0,LA_LAKERS,MIAMI_HEAT,1.57,2.45,2021-02-20,,LA_LAKERS,LAL,2021-02-20HLAL,2021-02-20HLAL,190.0
11534534,1.91,223.5,MEMPHIS_GRIZZLIES,PHOENIX_SUNS,3.10,1.38,2021-02-20,,MEMPHIS_GRIZZLIES,MEM,2021-02-20HMEM,2021-02-20HMEM,225.0
11534535,1.91,236.0,CHICAGO_BULLS,SACRAMENTO_KINGS,2.06,1.79,2021-02-20,,CHICAGO_BULLS,CHI,2021-02-20HCHI,2021-02-20HCHI,236.0
